title,aid,link,createtime,desc,ownertoken,like,coin,reply,share,favorite,view,danmaku
直播回复：梅西过博阿滕难度大吗？,275757601,https://www.bilibili.com/video/BV1vF411r76b,1694356997,-,1591295479,5150,107,329,50,270,275639,182
足坛十大组合之MSN｜美少女组合，是史上最强三叉戟吗？梅西内马尔苏亚雷斯，还会重聚吗？,239010565,https://www.bilibili.com/video/BV1Ze411176Z,1705918123,-,3493083756890992,17089,1191,337,167,1545,173931,166
梅西的世界杯圆梦之旅，让我明白足球还是这么好,606972503,https://www.bilibili.com/video/BV1B84y1W7Bm,1672376764,"【转自央视新闻&amp;阿迪达斯】足球还是这么好。
它尊重每一份纯粹与热爱，它不负每一份执着与梦想，它让不可能成为可能，它让平凡蜕变为不凡。2022年的卡塔尔世界杯，梅西在他的第五次逐梦之旅终于得偿所愿，梦圆金杯。这是最好的故事，也是最好的结局，以梦想之名，致敬过往。",518610078,22786,2082,335,179,2809,244133,492
地上问答：梅西和UZI，谁是吹出来的？,277290319,https://www.bilibili.com/video/BV17w411w7U4,1697724403,地上问答：梅西和UZI，谁是吹出来的？,550674844,12674,2685,4117,9082,1277,642784,2509
努力改变命运！纪录片《谁是梅西》，看奇迹男孩如何逆天改命？,671441965,https://www.bilibili.com/video/BV16U4y1s7Qp,1611919823,梅西纪录片第一部来了！讲述梅西童年的故事  我们会在不同的节点继续为大家更新梅西纪录片  初步计划会有4部哟！,643958569,16689,10219,649,4120,9481,453995,1477
踢出来的C罗，吹出来的梅西,1700867830,https://www.bilibili.com/video/BV1VK42187jD,1708535675,-,174873813,350,16,1299,8,51,11618,19
那种激动只适合无声，慢镜头回看终场哨响后梅西表情细节,889013361,https://www.bilibili.com/video/BV1sK4y1M72s,1625991765,@YouTube,24882265,7775,287,227,207,1992,640149,55
梅西最离奇的颠球鞋,364269175,https://www.bilibili.com/video/BV1Y94y1h7Gq,1696563887,,385475006,340,61,4,0,1980,1937680,1
直播回复：克洛斯拿世界杯，历史地位超越梅西？,1001033698,https://www.bilibili.com/video/BV1Ex4y1C7u6,1709026179,-,1591295479,1745,77,1710,39,68,75569,159
马丁内斯抢了梅西的射门，梅西随后手势比划,359971845,https://www.bilibili.com/video/BV1rX4y1W7Rn,1692499966,,302596460,3496,18,202,10,71,279570,7
瓜迪奥拉谈梅西场上散步,585442436,https://www.bilibili.com/video/BV1vz4y1k7Wf,1606297549,http://t.cn/A6G8tBSW?m=4574153929132952&amp;u=2427613143,67430210,9103,288,597,670,3089,771243,398
为什么大家都讨厌梅西？这四点暴露梅西......,608835125,https://www.bilibili.com/video/BV1W84y157cs,1675514878,怎么都骂人啊？我真的是iluo啊！！！,401362402,6712,606,1056,532,752,302644,789
梅西,590480316,https://www.bilibili.com/video/BV1Tq4y1f7hW,1631481510,希望卡塔尔世界杯梅西可以带领阿根廷举起大力神杯！,2006242942,73,0,2,1,2,872,0
当梅西进入游戏里,433195578,https://www.bilibili.com/video/BV1NG411u77y,1669736917,-,1892722253,3329,218,5,3,35280,3538261,5
你能相信吗？球王梅西在中国，监控最后拍摄到的画面泄露，身价25亿的世界第一人，吃了掉在地上的食物,827453964,https://www.bilibili.com/video/BV1sg4y1K7wJ,1686981599,球王梅西在中国，监控最后拍摄到的画面泄露，他吃了掉地上的食物,404131498,17719,403,1192,334,1711,927806,843
梅西的澄清视频打了谁的脸，出来说话,1850783518,https://www.bilibili.com/video/BV1PW421N7kJ,1708431773,-,8440892,5776,446,1241,57,301,115931,305
外国网友评梅西中国行未上场，直言：半个月后的道歉我们不接受！,1850899642,https://www.bilibili.com/video/BV1bW421N73t,1708426835,外国网友评梅西中国行未上场，直言：半个月后的道歉我们不接受！,625323580,4111,105,976,51,162,196879,950
自动拾取还是行窃预兆？梅西提名劳伦斯最佳男运动员,1701056606,https://www.bilibili.com/video/BV1aK421t74V,1709020781,自动拾取还是行窃预兆？梅西提名劳伦斯最佳男运动员,550674844,13287,2598,2707,1715,832,381376,599
梅西与阿根廷的救赎,631501789,https://www.bilibili.com/video/BV17b4y1y7yG,1625972912,wouva,67430210,125,9,11,2,29,2006,3
直播梅西事件精彩集锦：坤哥最起码还会说一句我爱你们……,1450355011,https://www.bilibili.com/video/BV1Qv42117Sj,1707394300,-,1591295479,4983,736,1994,421,581,153173,843
恢复清白的梅西什么时候会再来中国踢友谊赛？,1151393270,https://www.bilibili.com/video/BV1wZ421a7M8,1709824817,恢复清白的梅西什么时候会再来中国踢友谊赛？,1503573034,49,3,1,3,3,8967,0
地上足球特别篇：老八2022世界杯记忆——梅西篇,264720279,https://www.bilibili.com/video/BV1xY411m7ov,1672747484,地上足球特别篇：老八2022世界杯记忆——梅西篇,550674844,6347,918,1308,2252,764,506638,4803
地上足球：盗圣偷奖再次刷新下限？破坏规则者何止于梅西！,581296524,https://www.bilibili.com/video/BV1g64y1N7tf,1705395947,"地上足球：盗圣偷奖再次刷新下限？破坏规则者何止于梅西！
保湿专利 【ZL 201110411067.0】 
控油专利 【ZL 200910048788.2】  
舒敏专利 【ZL 201510438377.X】
氨基酸专利 【ZL 200880118877.3】",550674844,35169,20149,8846,11192,4417,980828,9687
梅西 年仅19岁的梅西打进连过5人的惊世进球，面对这样的进球任何语言都是苍白的！,552951822,https://www.bilibili.com/video/BV1Ri4y1S7cW,1649174410,-,1798786904,96,2,4,1,6,1159,1
最新消息！梅西的腿几乎被铲断，目前仍有痊愈风险！,1151925750,https://www.bilibili.com/video/BV1pZ421b7C7,1710405330,-,148747900,122,6,28,16,12,6764,107
致敬塔罗？梅西罕见上演左右互搏，这次进攻到底发生了什么？,408329721,https://www.bilibili.com/video/BV1RG411Q7as,1699710999,,334932680,5588,453,313,91,181,127216,103
梅西读秒绝杀，世界经典名画-伯纳乌晒球衣,395198405,https://www.bilibili.com/video/BV1Ho4y1a73P,1677587490,,495668650,13500,790,498,218,1104,544098,131
【天下足球】万般相聚 终须一别 梅西泪别巴萨 开启巴黎之旅,717245003,https://www.bilibili.com/video/BV1TQ4y127Pq,1628607555,"北京时间8月8日，梅西在诺坎普1899礼堂召开新闻发布会，为自己21年的巴萨生涯作别，步入会场后还未开始发言，难以抑制情绪的梅西已经哽咽落泪......
今天，巴黎圣日耳曼官方宣布梅西以自由球员的身份加盟球队。",456664753,55860,12946,2737,5038,9269,769470,3993
梅西与安东内拉结婚，群星璀璨！半个足球圈都来了？,26571065,https://www.bilibili.com/video/BV1ms411n7jC,1531234515,"梅西与安东内拉是青梅竹马~
梅西结婚，他的一众好友和众多球星纷纷前来祝福
祝福梅西与安东内拉~",28191884,6623,754,376,354,3705,659875,2419
大型纪录片 《哟西传奇》始于球技，终于人品，梅西拜拜了您嘞！,1300492569,https://www.bilibili.com/video/BV11u4m1K7Hj,1707483867,牢二，梅西中国行，现在已经改名哟西,3546583803103859,408,30,25,30,126,21063,8
我亲历的梅西香港行。事实、真相，全程记录。   @张小北爱爸爸妈妈,1100483248,https://www.bilibili.com/video/BV1JA4m1G7YU,1707391396,我亲历的梅西香港行。事实、真相，全程记录@张小北爱爸爸妈妈,518119094,897,219,2082,75,325,77153,159
罕见发飙！梅西赛后采访向荷兰队员爆粗口，并愤怒炮轰主裁判,733613468,https://www.bilibili.com/video/BV1ED4y1a7ba,1670649334,,10330740,58343,471,3884,4656,4457,2209550,1092
大型纪录片《里奥呦西》梅西,1200364164,https://www.bilibili.com/video/BV1zF4m1T7eR,1707365244,-,497117460,20094,331,543,1009,1681,225777,145
史诗级剧本！梅西独造4球+任意球绝平，迈阿密国际点杀达拉斯晋级八强！,274434345,https://www.bilibili.com/video/BV1fF411f7fb,1691399529,迈阿密国际4-4达拉斯FC进球解析视频；,334932680,28488,9552,1486,2048,2985,646737,2312
梅西带领迈阿密绝境逆转，4场7球梦回巴萨王朝！我感觉到了，全都回来了！,829411477,https://www.bilibili.com/video/BV1Xu4y117t9,1691407545,,45531556,31936,20763,812,1046,5954,397660,601
【梅西】大 佐,1750304919,https://www.bilibili.com/video/BV1f4421A7bZ,1707298702,,3546379716660180,4170,124,222,374,477,165970,90
打个巅峰赛，真遇到梅西了,746274811,https://www.bilibili.com/video/BV1jk4y1c79F,1695352958,,1041973256,61952,175,325,89,3197,1131314,144
这样的梅西才真实，喜感，夺冠跟我过了四级一样,946460807,https://www.bilibili.com/video/BV1xW4y1T7Hm,1671389590,-,570321962,96,3,3,1,8,7594,0
梅西妄想当球王，却成功变为全世界公认的贼王！偷了2023世界足球先生不让说？,411604299,https://www.bilibili.com/video/BV1wV411Q7w9,1705751973,实话难听，别难听喔,3546580638500936,6361,2351,1341,397,931,102594,467
王涛：梅西的视频绝对不是AI，该告一段落了,1400806601,https://www.bilibili.com/video/BV126421M7LM,1708434958,-,1761628537,1140,40,1110,267,142,124396,972
足坛十大神锋之姆巴佩｜当今足坛第一身价，法国妖星，巴黎剩姆怨总监，梅西的直属领导，铡马案的主要策动人！,949128886,https://www.bilibili.com/video/BV1Ts4y1e72o,1676030760,-,3493083756890992,32843,2588,574,1684,3658,820836,691
鲁尼怒喷姆巴佩：23岁球员肩撞梅西，这辈子没见过这么自大的球员,899728957,https://www.bilibili.com/video/BV1sN4y1F7US,1660895807,鲁尼喷姆巴佩：23岁球员肩撞梅西，这辈子没见过这么自大的球员,550601191,5258,55,804,375,510,717215,451
媒体人称“以后梅西中国行都没有了”，中国足协官网删除梅西新闻，多方消息预示阿根廷3月中国行泡汤,1600360860,https://www.bilibili.com/video/BV1C2421A7oc,1707380790,,37711292,20065,548,9139,2460,1536,1130116,2859
「梅西晃倒世一卫 诞生名场面」,610886836,https://www.bilibili.com/video/BV1584y1A7jU,1678843411,-,475845562,11006,161,898,133,1150,368092,58
顶级梅吹！齐达内球王级访谈盛赞梅西，不慎“冷暴力”C罗，或遭昔日弟子取关,535657782,https://www.bilibili.com/video/BV1vM411S712,1699590092,要参与到这次球王级别的谈话之中，具有一定的门槛，虽然谈话内容无关某位球员，但这次对话尽显冷暴力，齐达内或许需要留意一下，其社媒是否有一位粉丝灰溜溜点了取消关注！,456249922,6739,1449,744,322,525,116438,509
给阿根廷梅西做纪念钞,581358208,https://www.bilibili.com/video/BV1b64y1N7U2,1705232511,-,1459446887,4081,108,282,27,904,182343,192
问：霍启刚有钱，还是梅西有钱？答：一个是老板，一个是戏子罢了,1500376333,https://www.bilibili.com/video/BV1dU421d75E,1707284308,,206037358,1216,10,585,7,40,57959,41
直播回复：梅西为啥不散步啊！,1750385758,https://www.bilibili.com/video/BV1Y4421c7ei,1707389254,-,1591295479,3543,194,744,141,228,132253,147
直播回复：梅西世界杯表现和c罗世界杯表现？,879414921,https://www.bilibili.com/video/BV19N4y1J7NZ,1706485762,-,1591295479,1877,96,1006,21,119,70040,342
梅西3月中国行，原来会有这么多惊喜！,1000073418,https://www.bilibili.com/video/BV1C44y1F7p2,1706614208,,1773228842,342,6,188,10,44,74223,42
沙特联赛：一传一射带领球队晋级，没能逆风是梅西的遗憾！,1901837687,https://www.bilibili.com/video/BV16m411o7Ag,1710388183,"也算轻松晋级吧！

必竟20分钟就2比0了！

梅西不知道伤情如何，这场比赛只踢了半场！

希望没事吧！",1367021650,1291,295,234,7,56,19701,49
【看看队友对梅西神迹的反应】这样的梅西我能吹一辈子,27911441,https://www.bilibili.com/video/BV1ts411A74v,1532743479,"av28321401，梅西的任意球根本停不下来
av28210481看梅西那些年过掉的巨星
https://youtu.be/FBQJeI8Dd34",41264173,497,32,78,43,505,38687,169
狗都不用梅西处决,735369771,https://www.bilibili.com/video/BV1nD4y1H7Yr,1673669179,,22938818,13722,250,248,1844,1938,1651539,63
港媒报道梅西缺战事件，新疆小伙实力抢镜：我飞了5000公里，就为了和梅西坐在一个球场一起看球？ #香港特区政府回应梅西缺战#,1050424580,https://www.bilibili.com/video/BV1nH4y1h7of,1707103207,-,16069036,6581,64,565,250,360,136295,456
【史诗巨制】进击的梅西！一生被全世界追逐，他却从未停下脚步 | 梅西50大过人,388961133,https://www.bilibili.com/video/BV1dd4y1i7Mp,1665312498,"这期视频的排序按照时间顺序，跨度从2006年到2020年，涵盖了里奥·梅西15年的巴萨生涯
梅西最强大最令人惊叹的杀招就是他的变向突破过人。巅峰梅西经常1过5、1过6不在话下，对梅西来说，过人就像喝水吃饭一样简单、自然，导致大家对梅西的一条龙习以为常 。曾经那个长发飘飘的梅西，如今也已老去，未来可能再见不到这样摧枯拉朽，一人摧毁一队的壮观场面了。能继续看梅西在场上奔跑，就是最大的欣慰。他的突破晃过了历史，晃过了所有人的青春
--------------
bgm在网易云搜：b站小布足球歌单bgm",518610078,131504,120602,4158,24823,70941,2307505,11594
"東雪莲拷打梅西：""是日本人就说日本话！""",1450368763,https://www.bilibili.com/video/BV11v42117tQ,1707382928,"Model：PES2022-Messi、東雪莲Offical、永雏塔菲、女神异闻录5
Motion：ActorMotion EpicGames 自制
BGM：P34
AI東雪莲：https://www.modelscope.cn/studios/xzjosh/Azuma-Bert-VITS2-2.3/summary
梅西友情配音：牢大",2175690,4869,166,104,571,714,164367,28
梅西抵达北京，因为护照问题被扣住了……一脸无奈,399632394,https://www.bilibili.com/video/BV1Fo4y1J7Mf,1686375667,-,42213074,3378,27,1097,756,245,230332,95
世界杯前后的梅西与c罗，善恶到头终有报，人间正道是沧桑！,309023539,https://www.bilibili.com/video/BV1qA41167mq,1675911120,世界杯前后的梅西与c罗，善恶到头终有报，人间正道是沧桑！,384593857,8622,340,1437,245,843,788947,240
国外网友要求梅西向中国粉丝道歉,1400480123,https://www.bilibili.com/video/BV1U6421u7op,1707400937,国外网友要求梅西向中国粉丝道歉,411298731,17439,123,372,13,721,222742,128
球迷剪梅西球衣系列，中国球迷太牛啦，我只能说看的太爽了！！#博主撕毁梅西签名球衣#,1550328661,https://www.bilibili.com/video/BV1Ry42187cM,1707362742,-,16069036,1155,45,276,113,119,44761,92
双王对决，武磊战梅西！,924163315,https://www.bilibili.com/video/BV1iT4y1b76d,1706095599,双王对决，武磊战梅西！,1471787503,1899,71,90,32,1365,149099,30
最新消息！梅西的腿几乎被铲断，目前仍有痊愈风险！,1551741390,https://www.bilibili.com/video/BV1ty421v7wR,1710046555,-,3493141892040772,5901,350,1257,2070,561,328391,759
梅西跳水视频,989450823,https://www.bilibili.com/video/BV1m44y1R7Am,1672296913,梅西跳水视频,389453830,6308,151,438,434,612,243081,339
当阿根廷赢得点球大战，梅西如释重负双膝跪地,306470380,https://www.bilibili.com/video/BV1rA411Q7e8,1671389819,,302596460,26436,594,702,129,2246,1210765,2503
当梅西开始奔跑，意味着对方的防守出现了漏洞。,623242560,https://www.bilibili.com/video/BV15t4y1Z7Zi,1704159374,-,3546600259455077,5666,6,15,2,92,43229,4
足坛恩仇录:梅西失控爆粗，荷兰阿根廷世仇的起因！,485621828,https://www.bilibili.com/video/BV1pT411h7bL,1682764986,,643958569,10048,426,672,155,1146,242802,658
足坛十大神锋之阿圭罗｜阿根廷太太团首席，梅西专属坐骑，曼城第一射手，世界杯最佳鼓手,657453665,https://www.bilibili.com/video/BV15h4y197Q5,1687092380,-,3493083756890992,18186,988,609,353,1431,367998,404
炸裂对比！梅西和c罗谁更尊重中国人真的一目了然！,1750482065,https://www.bilibili.com/video/BV134421w7rh,1707321352,-,1240621099,9241,481,1048,762,1625,310728,935
"我特别讨厌梅西,他让无数后卫变成了业余球员",720318650,https://www.bilibili.com/video/BV18Q4y1a77t,1631024743,,237299696,6178,1741,152,99,2009,194327,272
美国有梅西，中国有梅亩,1750781704,https://www.bilibili.com/video/BV1X4421F7Lc,1708232830,-,1743517659,7747,40,78,257,722,136061,28
"梅西反向道歉,承认自己是日本人",1900870684,https://www.bilibili.com/video/BV1Qm411U7wJ,1708511762,"ai换脸伏拉夫,内容纯属虚构,请注意甄别",28219331,1512,63,56,136,214,20312,28
假如梅西出生在中国,690829527,https://www.bilibili.com/video/BV1H24y1k7wG,1670052627,百度视频,3461568475957896,19429,1010,1811,6612,3145,607907,435
这是你们从来没有见过的梅西！,488412820,https://www.bilibili.com/video/BV1TN41127St,1689307322,那时候的梅西好青涩啊！,2108006144,852,52,61,73,469,17572,11
他是天下第一“梅吹”，与梅西相互成就，两人的感情永远不会变。,479310501,https://www.bilibili.com/video/BV1hM411P71m,1676386755,他是天下第一“梅吹”，与梅西相互成就，两人的感情永远不会变。,1044134420,381,19,15,1,36,17620,21
梅西和巴萨的真实写照,286954660,https://www.bilibili.com/video/BV13f4y1X746,1598629587,"原标题：THANK YOU , LIONEL MESSI",351428310,18108,933,1225,1922,3317,601378,287
地上足球：阿根廷输了梅西没输？最大伪强队和伪球王的双向奔赴！,860445797,https://www.bilibili.com/video/BV1NG4y1d7m5,1669180577,地上足球：阿根廷输了梅西没输？最大伪强队和伪球王的双向奔赴！,550674844,62418,67284,18742,56172,17133,1642907,21648
离谱，梅西在日本和官员热情握手拥抱状态好到让人感觉他在香港装病...,1900296118,https://www.bilibili.com/video/BV1tm411Q7S7,1707324336,-,23275609,197,25,66,26,301,48592,157
梅西球迷：我从新疆飞了12个小时过来 结果被欺骗了！,1050300681,https://www.bilibili.com/video/BV15H4y1Y7Dj,1707092257,.,361485057,1247,20,170,303,142,83022,46
梅西家怎么踢球的！难怪梅西儿子马特奥会变成皇马名宿！？,345977577,https://www.bilibili.com/video/BV1Nd4y1u7d4,1664172167,-,701399617,5457,40,256,305,958,745863,229
Apple纪录片《梅西的世界杯:传奇崛起》预告，回顾梅西五次世界杯之旅！02.21上线,1300956995,https://www.bilibili.com/video/BV1Ru4m1A7Ud,1708510339,"豆瓣
该剧共4集，包括这名七获金球奖的足球球员的“独家幕后影像”，在巴黎、卡塔尔和阿根廷等地拍摄，回顾梅西的五次世界杯之旅，尤其是制作组全程跟随了的他2022年的捧杯。梅西也将亲口讲述他在阿根廷国家队的经历，“以亲密且前所未有的视角来展现一趟定义传奇的世界杯胜利之旅”，也有与他的队友、教练、对手、球迷、解说员们的采访。",8465957,7666,337,3329,2289,878,318776,2952
梅西在同日本的比赛中替补上场！这下尴尬了，区别对待太明显了！明摆着看不起国人呗？,1500494877,https://www.bilibili.com/video/BV1kU421o7Gv,1707341664,-,508788112,2601,217,1560,94,174,92161,740
这就是梅西！！！,428349026,https://www.bilibili.com/video/BV1XG411H7Kk,1657371595,-,514451712,153,4,13,0,4,2696,0
对于梅西的谣言本视频一一澄清,1900456118,https://www.bilibili.com/video/BV1jm411X72i,1707231154,-,395142357,6611,958,2359,761,5628,693204,1618
大胆！伊布采访又爆金句，直戳C罗痛处，梅西很意外，球迷：脱粉,862618799,https://www.bilibili.com/video/BV1RG4y1y7D5,1673246642,大胆！伊布采访又爆金句，直戳C罗痛处，梅西很意外，球迷：脱粉！,456249922,15832,1467,1124,1731,1843,528077,1211
唐尼到底有没有歧视亚裔？慢镜头逐帧解析，梅西造假塞纳裸体引发轰动,1601609034,https://www.bilibili.com/video/BV1s2421T7ne,1710314843,奥斯卡抓马时刻,39777637,4764,167,948,385,613,129408,829
反转来了(四)被扒出更多细节！梅西拒绝握手内幕！！！,1850697545,https://www.bilibili.com/video/BV1Wp421d7SK,1707892661,-,215848317,2444,1428,362,355,532,80864,150
足坛第一深情，内马尔不愿意和任何人分享梅西！,648082311,https://www.bilibili.com/video/BV1Le4y1g7ud,1669380056,-,449766294,5721,92,79,171,1346,275733,22
【UFC282】梅西还是C罗？对他们三位来说还是很好选的【独家视角】,606034069,https://www.bilibili.com/video/BV1u84y1r7Cp,1670482581,采访出战UFC282的三位选手，让他们在两名足球运动员之间做出选择，一起来看看他们更喜欢谁吧。,493250188,35290,325,901,171,1827,1356308,130
【梅西无上阵】大批观众叫“碧咸回水”要求退票 有人形容如商业诈骗 教练指肌肉炎症持续 落场风险很大,1750268230,https://www.bilibili.com/video/BV1q4421A79V,1707061157,-,396462861,1375,20,678,1235,381,123665,251
致敬劳塔罗？梅西抽象射门左脚打右脚....,278342956,https://www.bilibili.com/video/BV1rw411T716,1699667579,,302596460,4336,69,1186,1133,295,284635,520
姆巴佩梅开二度，巴黎时隔两年再进欧冠八强，梅西效力期间从未进入欧冠八强，离队后首个赛季便晋级,1151395012,https://www.bilibili.com/video/BV1AZ421a7X2,1709687490,,3493291981015159,826,65,1037,126,57,52668,52
梅西在日本上场后，球迷圈反应（续集已更）,1250277699,https://www.bilibili.com/video/BV1CJ4m147rY,1707314796,求三连！,335627036,24540,5352,1835,4123,4124,550960,1225
梅西：很高兴来到日本,1650254550,https://www.bilibili.com/video/BV1f7421P7Xy,1707204457,2月6日，梅西出席日本行新闻发布会，并称：“很高兴来到日本，我此前曾来过日本几次，很高兴亚洲行最后一站在日本踢球。”,495310202,749,5,152,28,124,98890,147
骂梅西的人，真的是出于“爱国”的目的吗？,1851441417,https://www.bilibili.com/video/BV1RW421w744,1709389975,骂梅西的人，真的是出于“爱国”的目的吗？,384593857,504,134,582,39,77,13092,156
梅西球迷凭什么要尊重“阿伟罗”？,904932091,https://www.bilibili.com/video/BV15P4y1C79S,1673176395,"凭啥啊凭啥啊凭啥啊凭啥啊凭啥啊
我的建议是不建议阿伟罗的粉丝看",22256802,57505,47695,5983,8822,18159,978389,10473
当拉莫斯模仿梅西失败……,430213669,https://www.bilibili.com/video/BV1iG411G7Qh,1662190426,梅西：我不告诉你先这样再那样就行了吗，咋学不会呢？,1019332016,40522,1962,643,4239,7640,1427674,252
“梅西被首都公安控制”是什么梗？阿根廷中国行,869639594,https://www.bilibili.com/video/BV1NV4y1m7Y8,1686391945,,1141174126,39930,890,1891,3665,2985,1261154,464
这一刻，梅西把解说员踢成了梅吹！他是历史最佳吗？,601012592,https://www.bilibili.com/video/BV1vB4y1a7WB,1658034982,-,524272431,9873,709,556,380,2367,466585,407
宣布脱粉！多名梅西球迷怒剪球衣,1050463603,https://www.bilibili.com/video/BV1HH4y1h7Yn,1707366577,,493260599,6642,69,1064,154,559,242660,158
地上足球：深度解析梅西恶意锁喉！球王已和滕哈赫组成新绝代双骄？,918595971,https://www.bilibili.com/video/BV11u4y1L7Mj,1700301380,地上足球：深度解析梅西恶意锁喉！球王已和滕哈赫组成新绝代双骄？,550674844,51290,43284,7944,14755,8682,1241994,15173
足坛的那些大孝子行为，姆巴佩听妈妈的话不和梅西内马尔踢球,473330157,https://www.bilibili.com/video/BV1hT411T7Yd,1663804857,-,385053084,24138,417,263,588,8382,2211744,412
梅西终于气到破防了,1750088732,https://www.bilibili.com/video/BV1Q4421w7ra,1706968319,-,674449444,6238,125,1318,114,281,175909,69
#梅西#一眼就能看出谁是能在后宫里活的最久的那个,522216359,https://www.bilibili.com/video/BV1mM411h7Az,1672777247,-,690087513,9268,46,65,26,272,321026,12
梅西+内马尔，十个人也防不住啊！,860569574,https://www.bilibili.com/video/BV19G4y1d75D,1669338582,-,488932964,51139,1169,412,1868,7972,2082674,179
足球故事李治霖淇嗨真出看梅西日本行后，只有一头猪笑麻了,1450380803,https://www.bilibili.com/video/BV1fv42117RQ,1707347843,,286462660,599,10,303,21,75,113963,45
阿根廷世界杯夺冠后首败，梅西回应锁喉对手,833618125,https://www.bilibili.com/video/BV1z34y1c7QQ,1700203471,世预赛阿根廷0-2负乌拉圭，遭遇世界杯夺冠后首败，双方爆发激烈冲突，梅西赛后回应锁喉对手：年轻人必须学会尊重长辈。（来源：九派新闻）,473495962,6060,16,552,358,238,144989,35
和梅西“合影”的我被网暴了，梅西，无形之中你伤害了多少人,1450254074,https://www.bilibili.com/video/BV1nv42117Tt,1707359124,-,51033647,24215,294,535,398,772,275227,168
诛心！阿根廷男排击败法国，赛后晒梅西球衣庆祝胜利,997533757,https://www.bilibili.com/video/BV1Ps4y1C76j,1687399637,,302596460,17771,283,1179,791,1091,334533,197
地上足球：饭圈？魔怔？一场友谊赛让梅西球迷丑态百出！,614800374,https://www.bilibili.com/video/BV1Mh4y137Vi,1686904997,地上足球：饭圈？魔怔？一场友谊赛让梅西球迷丑态百出！,550674844,9168,4956,5092,3816,1076,348645,7229
梅西背后的惊天博弈与阿根廷全盘西化,1150488401,https://www.bilibili.com/video/BV1AZ421S7mE,1707387248,为什么把职业生涯最后一站定在美国？有梅西的美洲杯和没有梅西的美洲杯是两码事。梅西不缺钱，不缺容易，纳投名状找靠山才是大事，今年打完美洲杯后梅西是不是快要退役了？退役后定居哪里？你们猜猜是美国还是阿根廷？联想一下就知道了,289189019,149143,30470,8869,17795,19001,2066514,11350
来自日本不同时代的梅西,1450924936,https://www.bilibili.com/video/BV15v421C71J,1708261083,-,289571860,11424,1483,837,1777,4368,228997,1351
劳塔罗这一脚，直接给梅西表情包干出来了...,569362193,https://www.bilibili.com/video/BV1zv4y1V7Hr,1680230518,-,1942126012,8995,178,258,299,749,457595,76
男子开车偶遇梅西“同框”合照， “快快快 能拍着不”。,869684883,https://www.bilibili.com/video/BV1uV4y1m7jP,1686534076,男子开车偶遇梅西“同框”合照， “快快快 能拍着不”。,326121578,27406,157,302,708,729,423065,35
封神一战，这才是梅西的完全体，拯！救阿根廷,26385557,https://www.bilibili.com/video/BV1zs411p7Sz,1531014469,QQ看点,347457385,684,107,505,127,779,339321,237
梅西进球，一传一射达成,1701872739,https://www.bilibili.com/video/BV1WK421v7Es,1710378607,-,499079697,40,1,5,0,0,671,0
这就是球王梅西,724981076,https://www.bilibili.com/video/BV1iS4y1U7y2,1647820708,-,324012313,72904,118,273,152,2299,571704,108
大帝瞳孔地震！亨利：我认为梅西有一粒外星级的进球,870901260,https://www.bilibili.com/video/BV1GV4y1b7LD,1689496855,大帝瞳孔地震！亨利评价年轻时的梅西进球：我认为梅西有一粒“非人类”的进球,674330540,25018,459,503,371,5352,755901,213
【梅西缺赛】主办方Tatler： 撤回申请1600万政府资助,1200498654,https://www.bilibili.com/video/BV1HF4m1M7KR,1707132874,"国际迈阿密昨日（4日）下午在香港大球场与港队进行友谊赛，备受球迷瞩目的梅西未有登场引发球迷不满，赛后政府两度发声表示极度失望。主办方Tatler Asia主席兼行政总裁Michel Lamunière今日召开传媒简报会。

Michel Lamunièr在会上宣布，对活动令大家失望深感遗憾，决定将正式撤回“M”品牌基金以及1600万元基金的资助申请。现场拒绝回应记者提问。

有记者追问会否为购票球迷退票，Lamunière未有理会提问，直接离场。",501305963,2483,63,771,118,220,297904,59
陈泽对梅西出事后态度的前后变化：我不是梅西球迷！,1550445106,https://www.bilibili.com/video/BV1Ey421h7kW,1707360687,-,327419895,1217,13,280,59,126,95276,42
《墨西哥送阿根廷回家》，结晶半场开香槟，梅西逆天又改命！,451442739,https://www.bilibili.com/video/BV1aj411L7D4,1701056077,去年今日，公元2022年11月27日，卡塔尔世界杯，阿根廷次战墨西哥，因为首战爆冷输给了沙特阿拉伯，导致本场比赛变得无比重要，阿根廷若是无法取胜，基本可以宣告提前回家了。,1116898370,13534,2945,555,832,1438,348570,965
德罗巴和梅西合作的广告，德罗巴一脸嫌弃：怎么哪都有你！,29611561,https://www.bilibili.com/video/BV1AW411d7Cv,1534511895,"https://www.youtube.com/watch?v=ZRdbwYwr3qQ
德罗巴和梅西合作的广告，德罗巴一脸嫌弃：怎么哪都有你！",284554079,5959,183,84,535,2619,513839,329
当梅西主罚任意球，自家人墙：全场动作必须跟我整齐划一！,781784330,https://www.bilibili.com/video/BV1m24y1L7x6,1680059757,,414615582,12414,94,128,81,792,667262,19
正义处决梅西,1000436462,https://www.bilibili.com/video/BV1bx4y117sN,1707563065,-,85773919,6255,132,137,441,601,123063,68
【补档】梅西新单曲《蓝白足球团我们喜欢你》硬控16秒（结尾惊喜）,1851352043,https://www.bilibili.com/video/BV14W421w71S,1709387964,硬控,507163615,1164,146,88,259,165,15534,3
